bin_3,nom_0,nom_1,nom_5,nom_6,nom_7,nom_8,nom_9,ord_3,ord_5,target,SalePrice,GarageArea,GrLivArea,1stFlrSF,1stFlrSF,TotalBsmtSF,LotArea
F,Green,Triangle,0b3bec656,2eadb68c5,967f2aceb,5be7f09e6,4741666f1,g,Vf,1,109000.0,240.0,1034.0,735.0,735.0,735.0,10134.0
F,Red,Star,2979f0d45,0aeb8fe13,70363b2e8,ae273a05e,c6164aded,l,Gb,0,129000.0,596.0,1144.0,1144.0,1144.0,1144.0,9571.0
F,Blue,Trapezoid,f8faea16f,43b8c397b,1e141d08e,e597a8791,b7527cbcc,j,vy,0,123000.0,600.0,894.0,894.0,894.0,894.0,7200.0
F,Green,Star,39647c92a,f134870d4,47ee18c56,9776894d5,30a9b1e47,d,dP,0,169500.0,264.0,1812.0,876.0,876.0,864.0,7590.0
F,Green,Square,46cab09da,a6542cec0,c01dd4885,d17e00f8f,d7c084d13,e,hp,0,67000.0,338.0,1077.0,1077.0,1077.0,961.0,8967.0
T,Blue,Trapezoid,50f116bcf,2473094a9,953b7e9c6,89d396920,5096ea7ea,e,od,0,241000.0,438.0,1550.0,1112.0,1112.0,1092.0,8125.0
T,Green,Polygon,a51e7974e,b1faf70a1,1cd2547ac,1b9c7e71f,8fcf80d5e,i,JX,1,245500.0,500.0,1288.0,1288.0,1288.0,1260.0,14963.0
F,Green,Star,3fef1a765,adfb4cba3,e97321a57,bcd17ff67,213c78891,b,rZ,1,164990.0,400.0,1310.0,1310.0,1310.0,1310.0,8767.0
F,Green,Trapezoid,6f70dc2df,8fbaca82e,9736432c1,85c93d16b,38f0ed9f7,k,je,0,108000.0,240.0,672.0,672.0,672.0,672.0,10200.0
T,Blue,Polygon,85159d577,4990652ec,5649e0c27,5be7f09e6,f80865d14,g,ut,0,258000.0,420.0,2263.0,1165.0,1165.0,1141.0,12090.0
T,Blue,Triangle,85159d577,06835761e,bde924c27,5559ae433,ce3eeb1f4,i,cG,0,168000.0,373.0,1572.0,806.0,806.0,806.0,10364.0
F,Green,Square,b7bb45938,dee9cf5e9,50c82cec6,b250508a3,4099c9765,k,Dx,0,150000.0,490.0,1620.0,1620.0,1620.0,1281.0,9991.0
T,Red,Trapezoid,91a20b464,b9f08dc06,47aaaab79,e6836709f,7d68c3eba,i,Vf,0,115000.0,240.0,1639.0,1166.0,1166.0,1064.0,10480.0
T,Green,Square,1e6cb96e8,df184daf2,0e2c0dc76,14d9f495f,b2f30aa43,f,od,0,177000.0,308.0,1680.0,840.0,840.0,840.0,15576.0
T,Green,Polygon,caf83c0b5,49bceb215,33c193609,3c8785222,a028d1d9a,l,Ry,1,280000.0,947.0,2172.0,1071.0,1071.0,1063.0,14154.0
T,Red,Trapezoid,de04b8750,975346729,9d7167a13,626b55cbd,af3354181,j,tP,1,339750.0,836.0,2078.0,1050.0,1050.0,1034.0,10800.0
T,Red,Square,30a15b6bd,f134870d4,30ec40df0,b098eb48e,94331888c,g,lL,0,60000.0,350.0,1276.0,1276.0,1276.0,1276.0,9571.0
T,Green,Trapezoid,96c83ac09,97b6a3518,dadcfe5b8,db543c764,b5569598f,b,FI,0,145000.0,572.0,1056.0,1056.0,1056.0,1056.0,34650.0
F,Red,Polygon,9bb7ea2da,c103290d4,c4455f4a8,cd6548ef6,afe7317d4,f,qo,1,222000.0,484.0,1478.0,1478.0,1478.0,1470.0,4403.0
F,Blue,Polygon,66669a44f,28645754b,76bd486f8,551be7857,1c5ade30a,h,cp,0,115000.0,360.0,1028.0,1028.0,1028.0,1008.0,8960.0
F,Red,Polygon,b0faff28f,20dc501c6,c344f4362,9b6150ff9,69ea23e67,f,je,1,228000.0,678.0,2097.0,1080.0,1080.0,1080.0,11228.0
T,Red,Trapezoid,9ad6558d1,338b8a987,763f2f8ea,32e87c9d3,85b25ad01,i,hp,0,181134.0,396.0,1340.0,1340.0,1340.0,1340.0,8899.0
F,Red,Circle,475e79160,d4d727716,e5e25d2c6,90353fead,1a5b3243a,g,Fo,0,149500.0,440.0,1400.0,672.0,672.0,672.0,7844.0
T,Green,Square,df51b96fc,d166613dc,82aff5c5a,22870eef4,5eba5bd41,g,CZ,0,239000.0,864.0,2624.0,1370.0,1370.0,1370.0,22420.0
T,Red,Circle,908a1b9c9,24a1bea30,38acaf52e,94f7e841b,e5090ee71,a,ek,0,126000.0,240.0,1134.0,756.0,756.0,756.0,8160.0
F,Blue,Star,30a530eab,6057ca561,038b187fe,219a8ad5a,0a3f628c4,o,od,1,142000.0,304.0,1056.0,1056.0,1056.0,1056.0,8450.0
F,Red,Circle,b7bb45938,0aeb8fe13,fda0c1499,7bd5180a7,89586c738,k,Uk,1,206300.0,784.0,1344.0,1344.0,1344.0,1344.0,7060.0
F,Green,Star,96c73114c,65aae1692,dd9e53e35,75163958b,2f3e52798,l,sV,1,215000.0,529.0,1602.0,1602.0,1602.0,1602.0,16635.0
F,Green,Square,3685a0904,508ff88dc,62882755e,4c08b154b,15a68a077,i,CM,0,113000.0,520.0,988.0,988.0,988.0,988.0,21750.0
F,Green,Trapezoid,eb69430d6,50e49ea04,752efcc5b,998aa0f7a,d30b8f290,f,Qh,0,315000.0,696.0,2630.0,1470.0,1470.0,1470.0,9200.0
T,Blue,Polygon,3b5632a0c,a406a5f12,cbcab7826,82becc8e8,ba28e4d02,j,Sc,0,139000.0,297.0,1196.0,1196.0,1196.0,1196.0,9000.0
F,Green,Circle,be5592604,8817e18d1,e2d4e02e1,fa3bdf705,f2fc20245,c,qP,0,135000.0,240.0,1389.0,707.0,707.0,651.0,3378.0
T,Red,Trapezoid,6cd0619e0,a26bedd00,4dcf33683,589fc12f1,a1d23b123,b,fO,0,275000.0,569.0,1644.0,1644.0,1644.0,1518.0,12800.0
T,Green,Trapezoid,b0faff28f,f425b1c8c,f8c2142c2,206c7e0ed,584ccd44e,l,ke,0,109008.0,352.0,907.0,907.0,907.0,907.0,8593.0
F,Green,Trapezoid,527ded12a,97b6a3518,80233d0ed,6f8225245,7cc700a30,a,uJ,0,195400.0,628.0,1208.0,1208.0,1208.0,1208.0,6762.0
T,Blue,Circle,0ef5c1879,cefab1020,2c9ffeaae,1778df329,b9c218099,b,CZ,0,175000.0,576.0,1412.0,1412.0,1412.0,1392.0,11457.0
F,Blue,Trapezoid,50f116bcf,0922e3cb8,b09ebe1d6,7fc4ec511,8ee8c873b,h,LE,0,85400.0,264.0,987.0,483.0,483.0,483.0,1680.0
T,Red,Square,d9becff68,882ce2ad7,38fa49974,789ba99c6,8df02cfc0,e,DN,0,79900.0,0.0,1198.0,1088.0,1088.0,901.0,5586.0
F,Red,Star,ef38568df,f14fe8bc5,a40ac269e,67c393e7e,6d047f52e,i,dQ,0,122500.0,440.0,1365.0,765.0,765.0,765.0,1920.0
T,Blue,Star,72f8028dc,37868097a,c9ed7172b,aa08275e7,c97275e1a,e,kr,0,181000.0,470.0,1604.0,926.0,926.0,926.0,10839.0
T,Green,Trapezoid,e1558b071,6c90b0073,12869d632,c68e5326c,226f13e27,h,Bb,0,81000.0,0.0,630.0,630.0,630.0,630.0,1890.0
T,Blue,Circle,a3f640358,4e6cc8696,d2d8eabdb,0503fc10d,a421d226c,g,ps,0,212000.0,550.0,1661.0,827.0,827.0,799.0,10667.0
F,Red,Polygon,74bd42d5f,acf5b10dd,bbaf3de19,fd50f2be5,16243c191,g,sD,1,116000.0,440.0,1118.0,734.0,734.0,648.0,4400.0
F,Green,Trapezoid,6c90f81cd,d166613dc,23cd7a725,f5098af69,614348d35,h,qP,0,119000.0,180.0,904.0,904.0,904.0,884.0,6000.0
T,Blue,Circle,3aabfa2fc,42b1cc2fd,968004140,d45223a7d,688e3290a,l,rp,0,90350.0,352.0,694.0,694.0,694.0,440.0,4280.0
F,Blue,Trapezoid,df51b96fc,32be571ee,2923091c6,03398d68f,398904757,a,od,0,110000.0,528.0,1196.0,684.0,684.0,684.0,12354.0
F,Green,Trapezoid,c5725677e,2a22b315e,18a6a6e60,8080eac12,124c478cb,g,kK,1,555000.0,672.0,2402.0,2402.0,2402.0,3094.0,15431.0
T,Green,Trapezoid,778fdbe56,18a901239,a493a33b1,15721f3b0,8df02cfc0,j,Vf,0,118000.0,0.0,1440.0,1440.0,1440.0,1440.0,12108.0
T,Red,Square,06eeaf0aa,55eed5058,38acaf52e,f0eb17acf,6900b9141,h,kE,1,162900.0,360.0,1573.0,1128.0,1128.0,1078.0,6240.0
T,Red,Square,9bb7ea2da,854f72f28,7f1dc7d07,6c61f47ce,8055610e2,g,ac,1,172500.0,648.0,1258.0,1258.0,1258.0,1258.0,3922.0
T,Green,Trapezoid,f50eb07ae,fa3f6d36f,47ee18c56,d114dd2be,cefef5fc8,h,AP,0,210000.0,493.0,1908.0,933.0,933.0,915.0,8750.0
F,Blue,Square,de04b8750,126a4f83d,ff5db7584,09ca9c02e,4eac12279,o,Jt,0,127500.0,480.0,1689.0,1689.0,1689.0,1436.0,9855.0
F,Blue,Circle,20b10a832,1fe17a1fd,695001688,3de6ba2b0,d8c56bdc5,d,mm,0,190000.0,578.0,1888.0,1888.0,1888.0,1517.0,16492.0
F,Blue,Trapezoid,b7bb45938,d6f8634af,da8e9448f,5d7806f53,b366e5e88,e,kK,0,199900.0,431.0,1886.0,956.0,956.0,930.0,11214.0
F,Red,Square,2e7f4d636,7f3c463a8,fc879d4aa,c389000ab,0dc59ddae,e,ek,0,119500.0,198.0,1376.0,780.0,780.0,780.0,8600.0
T,Red,Trapezoid,63f642dd9,b300717cf,3212ff699,b14330b87,c2bcf37a4,l,od,0,120000.0,308.0,1183.0,679.0,679.0,649.0,6000.0
T,Blue,Star,a5c276589,ea64fbdeb,eb50b1f32,f4f3e1b9e,63a2774d3,e,ex,0,110000.0,270.0,813.0,813.0,813.0,813.0,5684.0
T,Green,Circle,4e1b529f6,8c9d16cc3,876d3cbbc,e43f2e990,cdaee099f,n,Xh,0,280000.0,576.0,1533.0,1533.0,1533.0,1533.0,70761.0
F,Green,Trapezoid,713ad10a7,35f33a8ca,a6a36f527,3bf48a756,800b71b2c,a,Nf,0,204000.0,422.0,1756.0,888.0,888.0,872.0,9303.0
F,Green,Triangle,493de6347,80b2270f0,94584c607,d200e225e,a9f6b38ab,j,mc,0,210000.0,676.0,1590.0,786.0,786.0,768.0,9000.0
F,Red,Star,35f65a9bf,bd47c2363,b6a49ddd1,5a993c839,71b8004c5,l,gJ,1,188000.0,560.0,1728.0,1728.0,1728.0,1728.0,9297.0
F,Red,Star,ee55b9d67,5cbbea089,0944f3afc,da8be1022,579c86625,j,oG,0,175500.0,528.0,1242.0,1242.0,1242.0,1242.0,9600.0
F,Red,Trapezoid,46cab09da,21e2c2d57,b0304151b,74c5e44dc,78c8a28a1,l,Dc,1,98000.0,513.0,1344.0,624.0,624.0,624.0,4571.0
T,Red,Trapezoid,a93b89fc9,d76a148ab,d7e3d9212,c5faa8377,b69168ea6,c,MO,0,256000.0,529.0,1663.0,1663.0,1663.0,1364.0,53227.0
F,Blue,Trapezoid,159a7306f,cf8b12b4e,9ec27039d,12f905248,0027afb6f,d,ek,1,161000.0,228.0,1666.0,833.0,833.0,588.0,5100.0
T,Red,Trapezoid,4845cc770,5cbbea089,c320b0509,71ae710ad,93f5f3b32,i,oG,0,110000.0,352.0,1203.0,979.0,979.0,709.0,7015.0
T,Green,Circle,63f642dd9,bf82c01fa,62882755e,543402bac,60ca15762,e,qK,1,263435.0,552.0,1935.0,832.0,832.0,832.0,8004.0
T,Blue,Trapezoid,63f642dd9,6f438920f,53a5521c5,4535346a3,02b60e27f,j,SB,0,155000.0,576.0,1135.0,575.0,575.0,560.0,7200.0
T,Red,Circle,6cd0619e0,3e44d44eb,ff5db7584,776d8d7e5,3158f8b4d,e,je,0,62383.0,360.0,864.0,864.0,864.0,864.0,8281.0
T,Red,Trapezoid,30a530eab,ad1b42856,7cb99e265,5e66d0561,323e6884a,l,ZS,1,188700.0,240.0,1660.0,849.0,849.0,715.0,11988.0
F,Blue,Polygon,7ee26092e,32db19124,b042166d5,70647ecaa,55bed39d9,g,Xh,0,124000.0,0.0,1040.0,1040.0,1040.0,1040.0,8430.0
F,Green,Trapezoid,76be0b8b1,f497b97d7,31de4f0dc,06e189096,d31d35b36,j,uS,0,178740.0,398.0,1414.0,1414.0,1414.0,1375.0,3072.0
F,Red,Triangle,a93b89fc9,e495d6f0f,7edab3598,5d19204f1,919a42a41,k,Jc,0,167000.0,526.0,1277.0,1277.0,1277.0,1277.0,10628.0
F,Blue,Trapezoid,30a530eab,d95501ac1,1c619215d,d2ae52e99,c2c560cd4,f,Bb,0,146500.0,312.0,1644.0,888.0,888.0,728.0,9480.0
F,Green,Trapezoid,0de5598a9,ec5064acb,c9d67c6a2,f214034f5,6a5f3c6ed,e,Ed,0,250000.0,866.0,1634.0,1634.0,1634.0,1626.0,11428.0
F,Blue,Star,c2843dc45,fa498a5ae,909d5dccd,4f7dd803c,a8aeb4e86,g,kr,0,187000.0,506.0,1710.0,832.0,832.0,832.0,9291.0
F,Green,Polygon,30a530eab,5786b10d7,62bf0bc9d,e87174322,0c7a195d6,a,fO,0,212000.0,528.0,1502.0,1502.0,1502.0,1488.0,6820.0
T,Red,Square,7e9cb0f9a,b1faf70a1,9aaac4deb,a60ab3f5e,fed4005c2,e,Vf,1,190000.0,534.0,1969.0,1161.0,1161.0,808.0,11952.0
T,Green,Polygon,475e79160,2c7fb8434,516654c4e,f3a3db6c1,55318e1ef,a,MV,0,148000.0,525.0,1072.0,1072.0,1072.0,547.0,3675.0
F,Blue,Star,83b38aa6b,a406a5f12,efd11be19,63572f4db,4ed61c21d,h,Eg,0,440000.0,908.0,1976.0,1976.0,1976.0,1976.0,14977.0
T,Green,Trapezoid,f12246592,50e49ea04,853d8bd3a,81f379d0f,f800d24fc,k,eb,1,251000.0,499.0,1652.0,1652.0,1652.0,1494.0,5330.0
F,Blue,Trapezoid,e9f44a509,9e0a099c7,1d9ecee83,0c4a1890e,5e7111cb3,j,lx,0,132500.0,624.0,970.0,970.0,970.0,970.0,8480.0
T,Green,Star,0bdf8165a,02d689659,e8dad647e,6da888acf,e46bdea50,f,su,0,208900.0,508.0,1493.0,1493.0,1493.0,1478.0,13125.0
T,Green,Polygon,da60580a8,5fd7600de,bb0bdaca6,21ec960fb,fcc37aed9,i,uS,1,380000.0,694.0,2643.0,2069.0,2069.0,2153.0,13693.0
T,Red,Polygon,df51b96fc,2df6f79a2,ad8263c35,4247366c9,edc156bb2,l,eQ,0,297000.0,826.0,1718.0,1718.0,1718.0,1705.0,10637.0
T,Red,Trapezoid,475e79160,126a4f83d,a5406a31a,57313c784,1f3fbfb98,g,Kq,0,89471.0,672.0,1131.0,1131.0,1131.0,907.0,5925.0
F,Green,Trapezoid,bdb9fef4a,25d3a1087,6049b08a6,957702b99,98eef06b4,n,od,1,326000.0,772.0,1850.0,1850.0,1850.0,1833.0,16033.0
T,Blue,Star,0dee9b39a,1abac47d0,b7ae7dc82,2d10dbc79,c5acadd91,l,MV,0,374000.0,874.0,1792.0,1792.0,1792.0,1792.0,11846.0
T,Blue,Circle,924346656,d44f7245a,0f32c2778,b2daa8b10,644d0161c,h,qP,1,155000.0,164.0,1826.0,916.0,916.0,910.0,2500.0
T,Green,Circle,f0c1ceee4,322121abf,b80d2db07,98c1fdf98,c8665a2f1,a,FI,0,164000.0,402.0,1216.0,1216.0,1216.0,1216.0,4500.0
F,Green,Circle,bd40c81f3,1ab5e5ad6,833708746,bf65759ac,e28cdbcc2,k,CZ,0,132500.0,264.0,999.0,999.0,999.0,999.0,7758.0
T,Green,Trapezoid,33adb4760,1611d2b45,a52645fc7,89323f730,0b371d5bc,l,hp,0,147000.0,264.0,1113.0,1113.0,1113.0,1113.0,9600.0
T,Green,Trapezoid,39647c92a,08b282a6c,b387cc032,235c5f246,3dfde0219,n,tM,1,156000.0,515.0,1073.0,1073.0,1073.0,1073.0,10289.0
T,Green,Trapezoid,f8faea16f,5fd7600de,a40ac269e,b25cfb005,e46b19ef6,k,dh,1,175000.0,487.0,1484.0,1484.0,1484.0,1484.0,12243.0
F,Red,Circle,81f9d3312,01455237a,450f606f6,a1f7b04e6,75a8cfa03,i,Ed,1,160000.0,520.0,2414.0,1766.0,1766.0,954.0,10800.0
F,Red,Trapezoid,e52fbf1c8,63d0e6105,bba91045f,f83347fe9,1b9d7e23e,l,CU,0,86000.0,286.0,630.0,630.0,630.0,630.0,1526.0
F,Green,Polygon,a5c276589,4cb66e369,e2d4e02e1,9624c3a0b,23bc7322c,f,Gb,0,115000.0,336.0,1304.0,616.0,616.0,264.0,2665.0
T,Green,Trapezoid,f0c1ceee4,d70a70804,77ddefe89,791a94382,ee8dda622,a,MC,0,133000.0,240.0,1578.0,958.0,958.0,806.0,9490.0
F,Green,Trapezoid,b0faff28f,01455237a,90470cf2d,de9c9f684,520a781f0,g,Zq,0,172785.0,429.0,1456.0,728.0,728.0,728.0,15578.0
T,Red,Star,7ee26092e,efa38c99d,c6344321c,b81808e2c,d3ded8ed9,o,ek,1,155000.0,308.0,1269.0,1269.0,1269.0,1269.0,7931.0
F,Green,Square,4464569ee,f083d48ad,d7e3d9212,d74bb7861,8ca261e9d,f,Dc,0,91300.0,273.0,886.0,886.0,886.0,190.0,5784.0
T,Green,Triangle,84b0081ad,db35bbdcb,009a419af,20a3054f7,eb7ab314d,g,hT,0,34900.0,0.0,720.0,720.0,720.0,720.0,7879.0
F,Blue,Triangle,a3f640358,4daee3baf,6b00c2ac6,9d892d494,5fd69b4fc,o,Dx,1,430000.0,546.0,3228.0,3228.0,3228.0,3200.0,12692.0
F,Blue,Polygon,2979f0d45,acf5b10dd,f14ea9b76,899ab2d86,9553ea139,b,ac,0,184000.0,240.0,1820.0,1133.0,1133.0,1026.0,9120.0
F,Red,Triangle,5a466e166,51f28e64c,f6ce51725,9e98f297e,73a32480a,f,Hj,0,130000.0,288.0,899.0,899.0,899.0,864.0,7800.0
T,Red,Star,7e9cb0f9a,0d50f61fd,462a26c79,0a7ccad0b,e924e84d5,k,be,0,120000.0,297.0,912.0,912.0,912.0,912.0,7535.0
F,Green,Triangle,88707c9ab,d44f7245a,6448d1faf,ba901f5b6,59add3990,g,lF,1,113000.0,264.0,1218.0,672.0,672.0,672.0,1890.0
F,Green,Trapezoid,92190168b,2a22b315e,72f31fc38,1387972a9,ec3eed7c5,a,fO,0,226700.0,603.0,1768.0,866.0,866.0,866.0,9803.0
T,Blue,Square,81264f81f,24a1bea30,beb450614,9bfb829f7,ba06560b8,b,ri,0,140000.0,461.0,1214.0,1214.0,1214.0,1214.0,9170.0
F,Red,Star,bd40c81f3,2eadb68c5,058d689da,91a817ae6,6c35bec50,a,MO,0,289000.0,484.0,1801.0,1801.0,1801.0,1501.0,15602.0
T,Red,Square,f2a6d797b,ec416c384,f037a1bfd,f2289fb5f,25acc955a,n,ps,1,147000.0,440.0,1322.0,855.0,855.0,855.0,2308.0
F,Blue,Triangle,7741f57bd,cd8e3a0a7,ba636104c,62a7a5998,c4b6a1da6,a,tM,0,124500.0,400.0,1960.0,960.0,960.0,960.0,7596.0
F,Green,Square,4604905e7,6eaaa8418,5aed00b2c,a30b8dd9c,88baf3d59,a,dh,0,215000.0,471.0,1911.0,1065.0,1065.0,777.0,9554.0
F,Green,Trapezoid,115a252ba,eaaf53f6a,923b05bc7,2b4c61b8a,608491057,a,TZ,0,208300.0,676.0,1218.0,1218.0,1218.0,1218.0,7862.0
F,Green,Square,115a252ba,642fcc7be,1d9ecee83,94aa94c11,8923a846a,e,Ye,0,161000.0,360.0,1378.0,689.0,689.0,689.0,9600.0
T,Blue,Trapezoid,ee55b9d67,3e44d44eb,389eb023f,788af5805,581b96306,h,MV,0,124500.0,270.0,1041.0,1041.0,1041.0,1041.0,9600.0
T,Green,Triangle,0b3bec656,418e9e936,516654c4e,7d834bac9,c5ad6bf46,a,Hj,0,164900.0,288.0,1363.0,1363.0,1363.0,1008.0,14559.0
T,Red,Star,2a0e95ba1,df184daf2,8c2d2f775,8970fa137,e55787173,d,Xi,0,202665.0,474.0,1368.0,1368.0,1368.0,1368.0,6792.0
F,Blue,Star,a5c276589,3c1c64eaa,a6b411798,182a1fd8c,7ccb0a31a,l,PA,0,129900.0,624.0,864.0,864.0,864.0,864.0,9100.0
F,Green,Star,b7bb45938,322121abf,db8d9e064,83e1edf48,7b75a07de,a,UO,0,134000.0,484.0,1080.0,1080.0,1080.0,1084.0,9187.0
F,Blue,Square,640e1fdd5,50d7ad46a,50831f351,bd7a542d2,5731280f6,k,uJ,1,96500.0,200.0,789.0,789.0,789.0,768.0,10594.0
T,Red,Star,e7d9ca356,35f33a8ca,0c32434c5,03fae7523,14716668a,o,qX,0,402861.0,900.0,2020.0,2020.0,2020.0,2006.0,12220.0
T,Blue,Star,81264f81f,96d5497a4,724d38d98,8d2ebf5f4,c2ff464db,k,Fo,0,158000.0,583.0,2119.0,1378.0,1378.0,689.0,10448.0
T,Green,Star,6a2269152,32db19124,efd11be19,a2547a850,412ef254d,g,je,1,265000.0,889.0,2344.0,1277.0,1277.0,1264.0,10208.0
T,Red,Trapezoid,115a252ba,74e0be86d,677329fb6,1b9339c49,6429d10be,f,hT,1,211000.0,546.0,1796.0,882.0,882.0,794.0,9531.0
T,Green,Star,2ff007c26,a406a5f12,c4c73c899,1e48caa58,d337670ff,f,aM,0,234000.0,282.0,2080.0,1276.0,1276.0,1276.0,10918.0
F,Green,Trapezoid,a51e7974e,126a4f83d,50831f351,c0c8cacf3,0405bf6ab,i,ZS,0,106250.0,0.0,1294.0,694.0,694.0,0.0,10800.0
T,Red,Star,db5e25328,c023e914a,ba9dfc87e,71c01376f,5a2e32b63,k,yc,0,150000.0,336.0,1244.0,1244.0,1244.0,1244.0,11988.0
T,Red,Triangle,1e6cb96e8,f461f837c,ec387fa89,5884acfdf,51794c014,e,Eg,0,159000.0,420.0,1664.0,1004.0,1004.0,1004.0,5000.0
T,Green,Circle,e5b29c42b,2df6f79a2,30e376986,eaf3831ea,194b3242d,e,hh,1,184750.0,884.0,4676.0,3138.0,3138.0,3138.0,40094.0
T,Blue,Trapezoid,caf83c0b5,d173ac7ca,2d2ebbd66,139b4f695,87e266681,l,LE,0,315750.0,834.0,2398.0,1383.0,1383.0,1379.0,11787.0
F,Blue,Trapezoid,713ad10a7,4cf47e292,9fce91b1e,6c4a99ba4,7ee50e075,l,dP,0,176000.0,453.0,1266.0,1266.0,1266.0,1257.0,7500.0
T,Red,Circle,5d18641ff,f8c5dc0e0,535aa4776,35f11fb6b,d3778da9c,f,on,0,132000.0,252.0,928.0,928.0,928.0,928.0,13300.0
T,Blue,Circle,c5725677e,50e49ea04,8cae1caeb,7e01eda84,e5cc17930,i,BE,1,446261.0,858.0,2713.0,1476.0,1476.0,1452.0,14948.0
F,Red,Trapezoid,46cab09da,18a901239,5a907135e,cbc479489,f4987acee,j,RP,0,86000.0,0.0,605.0,605.0,605.0,528.0,9098.0
T,Green,Circle,e428c040e,d942d1e82,dce6c541c,a9e540ca1,1469863b4,l,PZ,1,200624.0,484.0,2515.0,2515.0,2515.0,2035.0,32668.0
F,Green,Star,ead12da87,8fb440e53,1361751be,994e995cc,5675df85b,l,dP,0,175000.0,600.0,1509.0,1509.0,1509.0,1461.0,10200.0
T,Green,Trapezoid,72f8028dc,1ea13ded7,50831f351,f564a8936,fab377af6,k,od,1,128000.0,502.0,1362.0,751.0,751.0,611.0,6155.0
F,Blue,Square,159a7306f,bf82c01fa,39506500f,7ea9334a0,39dcb81e9,e,ac,0,107500.0,392.0,827.0,827.0,827.0,0.0,7200.0
T,Green,Trapezoid,527ded12a,46c89ef8d,1d8c23baa,6f6516b35,eebafb847,b,CZ,0,39300.0,0.0,334.0,334.0,334.0,0.0,5000.0
F,Blue,Star,e08092732,a6542cec0,e97321a57,5213ff772,cb0109d07,a,aO,0,178000.0,403.0,1414.0,707.0,707.0,707.0,9056.0
F,Green,Trapezoid,a3f640358,966f4a973,7c033aaf1,54f40f107,465497dc7,a,kw,1,107500.0,0.0,1347.0,820.0,820.0,1117.0,7000.0
F,Green,Trapezoid,35f65a9bf,71534b2a8,eeba65bef,05a31d528,cd178e7fc,k,bF,0,188000.0,527.0,1724.0,880.0,880.0,880.0,8924.0
T,Red,Square,472efea17,f7e243b5d,b7ae7dc82,12128339c,ebf6d58d0,l,CU,1,111250.0,576.0,864.0,864.0,864.0,864.0,12735.0
T,Red,Trapezoid,2ff007c26,4daee3baf,4ad6364f1,1778df329,81e7acca7,e,Xh,0,158000.0,336.0,1159.0,1159.0,1159.0,1051.0,11553.0
F,Blue,Star,dc07effb0,c36cea1f7,5a109570a,3deb88358,ba28e4d02,g,yY,0,272000.0,670.0,1601.0,1601.0,1601.0,1581.0,11423.0
T,Blue,Triangle,49f4b29cc,71c68195d,be2582710,b0800a9ed,2d771ce75,h,hh,1,315000.0,765.0,1838.0,1838.0,1838.0,1838.0,14601.0
F,Blue,Polygon,50f116bcf,5786b10d7,fe27cc23d,c68e5326c,78b280802,h,bF,0,248000.0,648.0,2285.0,997.0,997.0,969.0,11000.0
F,Green,Trapezoid,b0faff28f,bb219c9ac,fb36575c6,0db689f6e,cac58748f,a,aO,0,213250.0,583.0,1680.0,1680.0,1680.0,1650.0,10140.0
T,Blue,Star,33adb4760,55a24a71b,b0fad10d7,ba9467f18,7fe46e676,a,Fo,0,133000.0,367.0,767.0,767.0,767.0,723.0,4058.0
T,Blue,Square,3aa9329e2,32b4b12b1,d31f87228,a0018feb8,c36a0b7a2,f,nh,0,179665.0,426.0,1496.0,664.0,664.0,654.0,17104.0
F,Blue,Square,6cd0619e0,ec97e8751,b8240e94d,0d3534b3d,47aed12b5,c,Qb,0,229000.0,786.0,2183.0,1377.0,1377.0,1204.0,13837.0
F,Blue,Square,84b0081ad,bc31d6a6d,909d5dccd,1b45dc4ac,6d14b2b0d,j,qP,0,210000.0,440.0,1635.0,915.0,915.0,1065.0,8737.0
T,Green,Polygon,6cd0619e0,dce959dcb,0c1cfb224,6359c25ce,4cd1a5839,b,TZ,0,129500.0,624.0,768.0,768.0,768.0,768.0,7244.0
F,Green,Trapezoid,66669a44f,a19d81efe,040a5f112,803fe8c71,fa8d22195,a,Bn,0,125000.0,720.0,825.0,825.0,825.0,825.0,8235.0
F,Blue,Circle,4604905e7,2df6f79a2,1d8c23baa,1344ee64d,9b951b1ea,a,zU,0,263000.0,615.0,2094.0,912.0,912.0,912.0,9375.0
T,Green,Triangle,50f116bcf,1869e63b0,50438e214,daea02933,a03cc8c1f,i,nX,1,140000.0,440.0,1069.0,1069.0,1069.0,1069.0,4043.0
T,Green,Star,4e28ceffa,8082e0409,128b3573c,c9a1187a9,ff3ff6768,c,Bd,0,112500.0,288.0,928.0,928.0,928.0,928.0,6000.0
F,Blue,Trapezoid,19db35594,dee9cf5e9,1877cffb3,a04ad6ab5,38c4cb5fc,g,lL,0,255500.0,908.0,1717.0,1717.0,1717.0,1709.0,11146.0
F,Green,Trapezoid,c0534106d,e10910468,3642c70d4,1952abaa1,5ca73bbbc,h,aO,0,108000.0,520.0,1126.0,1126.0,1126.0,0.0,8777.0
T,Blue,Circle,c5725677e,fa2bf5f22,a4592b8a2,37e441470,7ac56cc25,e,kW,1,284000.0,871.0,2046.0,1006.0,1006.0,998.0,10625.0
T,Red,Star,176809a41,51f28e64c,5a4aec916,bc8d00b60,4e7692ced,j,Fo,0,113000.0,280.0,1048.0,1048.0,1048.0,993.0,6380.0
F,Blue,Trapezoid,713ad10a7,20dc501c6,4323c4ab0,9ca6eb700,b427ae3a8,a,ih,0,141000.0,299.0,1092.0,1092.0,1092.0,1092.0,14850.0
